Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:29 AM"
Filters: Item Type = Revenue Items

Items: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$428,973.00"
Net Sales,"$426,703.17"
COGS,"$14,420.34"
Gross Profit,"$403,932.21"
Gross Profit Margin,94.66%

Name,Gross Sales,Net Sales,Sold,Refunded,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
MALIBU STRAWBERRY RUM 1.75L,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
NOBLE OAK DOUBKE OAK RYE 750ML,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
Nelson Bros Classic  Bourbon Whiskey  750ml,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
OLD FORESTER 86PROOF BOURBON 1L,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
Proper Twelve Irish Whiskey 750mL,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
ROKU  JAPANESE GIN 750ML,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
Romana Sambvca Liqueur 750mL,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
SAMBUCA ROMANA BLACK LIQUOER  750ML,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
WOODINVILLE 100% RYE WHISKY 750 mL WOODINVILLE 100% RYE WHISKY 750 m,$39.99,$39.99,1,0,$0.00,$0.00,$0.00,0.01%,$39.99,$0.00,$39.99
BUBBA'S BURNT SUGAR WHISKEY 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
BUBBA'S PANCAKES & BACON WHISKEY 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
CAFES DE CUBA,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
CALYPSO COCONUT RUM 1.75L,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
CALYPSO SPICED RUM 1.75L,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
CAROLANS IRISH CREAM 750 ML CAROLANS IRISH CREAM LIQUOR-MISC 750 m,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
CRUZAN AGED DARK RUM 750ML PLASTIC,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
CRUZAN PASSION FRUIT RUM 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Carolines,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Crown Royal Apple Whisky 4pk,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Custom Item,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,-,-
DON Q NARANJA RUM  750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Emmets Cream Liqueur 750ml,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
FRANZIA MARGARITA BOX,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Josh Reserve Cabernet Suavignon,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$39.98,$0.00
Kahlua Mudslide 1.75L,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
LA CREMA PINOT NOIR 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
LONG DRINK VARIETY 8 PACK CANS,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
MARQUES DE RISCAL VERDEJO 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
MEIOMI CHARDONNAY 750ML MEIOMI CHARDONNAY WINE-DOMESTIC .750L,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
PARROT BAY GOLD RUM 750ML GLASS,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Rainwater Madeira Sandeman 750ml,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
SEAGRAMS VO  WHISKEY CANADIAN 750ML SEAGRAMS VO  WHIS-CANADIAN .100L,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
SMIRNOFF WATERMELON VODKA 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
SOUTHERN COMFORT ORIGINAL 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Sea Sun Pinot Noir 750mL,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
Smirnoff Wiped Cream,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,-,-
TERRAS GAUDA ALBARINO ABADIA DE SAN CAMPIO 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
THE WINES OF FRANCIS COPPOLA Chardonnay 750ml,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
THE WINES OF FRANCIS COPPOLA PINOT NOIR 750ML,$39.98,$39.98,2,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$39.98
BARON DE LEY RIOJA 750ML,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
FINEST CALL BLOOD ORANGE SOUR 1L,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
FINEST CALL BLOODY MARY 1L FINEST CALL BLOODY MARY PREP COCKTAILS .100L,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
FINEST CALL MARGARITA 1L FINEST CALL MARGARITA MIX PREP COCKTAILS .100L,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
JACK DANIELS COCA COLA ZERO SUGAR 4PACK CANS,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$20.00,$19.96
MASTER OF MIXES ORGEAT SYRUP 375ML,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
Master Of Mixes Triple Sec Syrup 375ml,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
REAL PEACH PUREE SYRUP 22OZ,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$21.00,$18.96
STIRRINGS SIMPLE LEMOND DROP 750ML  STIRRINGS LEMOND DROP,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
SUTTER HOME WHITE ZINFANDEL 4PACK,$39.96,$39.96,4,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$39.96
Jose Cuervo Classic Margarita No Alcohol  1L,$39.95,$39.95,5,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$39.95
Key West Lime Juice,$39.95,$39.95,5,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$39.95
ON THE ROCKS CLASSIC DAIQUIRI 100ML,$39.92,$39.92,8,0,$0.00,$0.00,$0.00,0.01%,$4.99,$0.00,$39.92
ARIZONA ICED TEA 15OZ,$39.90,$39.90,10,0,$0.00,$0.00,$0.00,0.01%,$3.99,$0.00,$39.90
ALEC BRADLEY FILTHY HOOLIGAN BLACK MARKET CIGAR,$39.00,$39.00,3,0,$0.00,$0.00,$0.00,0.01%,$13.00,$0.00,$39.00
GREY GOOSE VODKA LORANGE 1L,$38.99,$38.99,1,0,$0.00,$0.00,$0.00,0.01%,$38.99,$0.00,$38.99
BAREFOOT MOSCATO  1.5 L,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
Barefoot Cabernet Sauvignon 1.5 L,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
CANYON ROAD MERLOT  750mL,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
Filthy Margarita Mix 946 Ml,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,-,-
Florida Keys Roasted Salted Almonds 11oz,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
GEKKEIKAN SAKE 750ML,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
HORNITOS TEQUILA SELTZER PINEAPPLE 4PACK,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
Manchego Cheese Boar's Head 6oz,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
Mezzacorona Moscato 750ml,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
Peaches Provisions Gibson Special Onions,$38.97,$38.97,3,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$38.97
BACARDI PINEAPPLE RUM 1.75L,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
BACARDI SPICED RUM  1.75L,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
BOMBAY SAPHIRE MURCIAN LEMON DRY GIN 1L,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
Belvedere Vodka Organic Infusion Lemon & Basil 750ml,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
CHOPIN RYE VODKA 750 ML CHOPIN RYE VODKA-IMPORTED 750 m,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
KETEL ONE CITROEN VODKA 750ml KETEL ONE CITRON VODKA-IMPORTED .100L,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
KETEL ONE GRAPEFRUIT & ROSE VODKA-IMPORTED .750ml KETEL ONE GRAPEFRUIT & ROSE VODKA-IMPORTED .750L,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
KETEL ONE PEACH & ORANGE BLOSSOM 750ML,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
STOLICHNAYA RAZBERI VODKA 1.75L,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
The Jefferson's Crafted Manhattan Barrel Finished Cocktail 750ml,$37.99,$37.99,1,0,$0.00,$0.00,$0.00,0.01%,$37.99,$0.00,$37.99
DEKUYPER SOUR APPLE LIQUEUR 750ML,$37.98,$37.98,2,0,$0.00,$0.00,$0.00,0.01%,$18.99,$0.00,$37.98
DOS EQUIS AMBER 6PACK BOTTLE DOS EQUIS AMBER BEER .100L,$37.98,$37.98,2,0,$0.00,$0.00,$0.00,0.01%,$18.99,$0.00,$37.98
GUINNESS DRAUGHT 6PACK BOTTLES GUINESS DRAUGHT BEER .100L,$37.98,$37.98,2,0,$0.00,$0.00,$0.00,0.01%,$18.99,$0.00,$37.98
HEINEKEN MINI 12PACK CANS,$37.98,$37.98,2,0,$0.00,$0.00,$0.00,0.01%,$18.99,$0.00,$37.98
MIKES HARD MANGO LEMONADE 6PK,$37.98,$37.98,2,0,$0.00,$0.00,$0.00,0.01%,$18.99,$19.32,$18.66
BESPOKE BOURBON CREAM 50ML,$37.62,$37.62,38,0,$0.00,$0.00,$0.00,0.01%,$0.99,$0.00,$37.62
DOMAINE DE CANTON GINGER LIQUOR-MISC 750 m DOMAINE DE CANTON GINGER LIQUOR-MISC 750 m,$36.99,$36.99,1,0,$0.00,$0.00,$0.00,0.01%,$36.99,-,-
CAMBRIA KATHERINES VINEYARD CHARDONNAY 750ML,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
CHATEAU DES MURAIRES 750ML,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
GUINNESS EXTRA STOUT 6PACK BOTTLES  GUINNESS STOUT BEER .100L,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
HARKEN CHARDONNAY 750ML,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
KETEL ONE BOTANICAL VODKA SPRITZ GRAPEFRUIT ROSE 4PACK 355ML,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
MALIBU COCKTAIL WATERMELON MOJITO 4PACK CANS,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
MILLER LITE 6 PACK BOTTLES,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
Mr. BOSTON CREME DE MENTHE 1L,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
OXFORD BLOODY MARY MIX LIQUOR-MISC .100L OXFORD BLOODY MARY MIX LIQUOR-MISC .100L,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
SMIRNOFF PINK LEMONADE PINK LEMONADE  750mL SMIRNOFF PINK LEMONADE PINK LEMONADE  .750L,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,-,-
TERRAZAS MALBEC 750ML,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
THE PALM ROSE THE PALM VIN  750 m,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
WHISPERING ANGEL 375ML,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
YUENGLINS TRADITIONAL  6PACK BOTTLES,$35.98,$35.98,2,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$35.98
BOARS HEAD EDAM CHEESE 8OZ,$35.96,$35.96,4,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$35.96
Cream Havarti Cheese 8oz,$35.96,$35.96,4,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$35.96
KALAMATA OLIVE TAPENADE HUMMUS BOARS HEAD 10OZ,$35.96,$35.96,4,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$35.96
ROASTED RED PEPPER HUMMUS BOARS HEAD 10OZ,$35.96,$35.96,4,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$35.96
TRADITIONAL HUMMUS BOARS HEAD 10OZ,$35.96,$35.96,4,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$35.96
Yellow Vermont Cheddar 8oz,$35.96,$35.96,4,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$35.96
Barefoot Moscsto 750ml,$35.84,$35.84,4,0,$0.00,$0.00,$0.00,0.01%,$8.96,$0.00,$35.84
Wheatley Vodka 50ml,$35.82,$35.82,18,0,$0.00,$0.00,$0.00,0.01%,$1.99,$0.00,$35.82
DE LEON ANEJO TEQUILA 375ML,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
GEORGE DICKEL  8 YEARS BOURBON WHISKY 750 mL DICKEL  8 YEARS BOURBON WHISKY 750 m,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
JACK DANIELS BONDED RYE WHISKEY 700ML,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$24.74,$10.25
Krugy 8 Pack,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
LICOR 43 CHOCOLATE 750ML,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
MOZART STRABERRY 750ML MOZART STRABERRY LIQUEUR,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
PIMM'S  LIQUEUR 750ML PIMMS FLAVORED LIQOUR CORDIALS-IMPORTED 0.75,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
TAYLOR FLADGATE LBV PORT PORT-IMPORTED 0.75 TAYLOR FLADGATE LBV PORT PORT-IMPORTED 0.75,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
VAN GOGH VODKA  1.75L VAN GOGH VODKA  VODKA-AMERICAN,$34.99,$34.99,1,0,$0.00,$0.00,$0.00,0.01%,$34.99,$0.00,$34.99
ANGELO PORETTI 6PACK,$33.98,$33.98,2,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$33.98
CONUNDRUM WHITE WINE BLEND 750ML,$33.98,$33.98,2,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$33.98
E&J BRANDY V.S 750ML E&J BRANDY  BRANDY-IMPORTED .100L,$33.98,$33.98,2,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$33.98
Llord's Blackberry Liqueur 1 L,$33.98,$33.98,2,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$33.98
STELLA ARTOIS NON ALCOHOL 6PACK BOTTLES,$33.98,$33.98,2,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$33.98
ALEC BRADLEY PRENSADO CIGAR,$32.00,$32.00,2,0,$0.00,$0.00,$0.00,0.01%,$16.00,$0.00,$32.00
CORONA NON-ALCOHOLIC 6PACK,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$31.98
Gran Gala Liqueur,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$31.98
KIM CRAWFORD ILLUMINATE LOW CALORIES 750ML,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$31.98
MARTINI ROSSI ASTI SPARKLING WINE 750ML,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$31.98
Peaches Provisions Crunchy Green Beans,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$31.98
Polar Bear Vodka 1l,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$31.98
Santa Cristina Toscana Cabernet Sauvignon 750 Ml,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$31.98,$0.00
Smirnoff Blue Raspberry Lemonade Vodka 750mL,$31.98,$31.98,2,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$31.98
STACYS PITA CHIPS PARMESAN GARLIC AND HERB,$31.92,$31.92,8,0,$0.00,$0.00,$0.00,0.01%,$3.99,$0.00,$31.92
BOARS HEAD UNCURED CHORIZO MISC 8 OZ BOARS HEAD UNCURED CHORIZO MISC 8 OZ,$30.97,$30.97,3,0,$0.00,$0.00,$0.00,0.01%,$10.32,-,-
Bacardi Gold Rum 375ml,$32.97,$30.77,3,0,-$2.20,$0.00,$0.00,0.01%,$10.26,$0.00,$30.77
99 PEANUT BUTTER 50ML,$30.69,$30.69,31,0,$0.00,$0.00,$0.00,0.01%,$0.99,$0.00,$30.69
ABSOLUT MANDARIN 750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
ABSOLUT PEPPAR VODKA 750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
ABSOLUT WATERMELON VODKA 750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
ABSOLUT WILD BERRY VODKA  750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
CORAZON DE AGAVE  BLANCO TEQUILA 750 ML CORAZON BLANCO TEQUILA 750 m,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
CRUZAN COCONUT RUM 1.75L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
CRUZAN MANGO RUM 1.75L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Canadian Mist Blended Canadian Whisky 1.75 L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
E&J BRANDY  V.S.  1.75L E&J BRANDY  V.S.  1.75L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
ELOUAN OREGON ROSE WINE-DOMESTIC 1.5L ELOUAN OREGON ROSE WINE-DOMESTIC 1.5L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Fireball 1L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Freixenet Gran Seleccion 1.5L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
GOLDSCHLAGER 170 PROOF LIQUEUR  750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
GOLDSCHLAGER CINNAMON SCHNAPPS CORDIALS-IMPORTED 0.75 GOLDSCHLAGER CINNAMON SCHNAPPS CORDIALS-IMPORTED 0.75,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,-,-
Hornitos Plata 750 Ml,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Hornitos Reposado Tequila 750mL,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Islamorada Silver Rum 750ml,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$21.50,$8.49
LOUIS JADOT POUILLY FUISSE 750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Larios Gin Estd 1866 700ml Mediterranea Premium Gin Orange Blossom,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
MARGARITAVILLE SILVER RUM 1.75L,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Masi Brolo Campofiorin Oro 750ml,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Mer Soleil Reserve  Pinot Noir 750ml,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
PATRON CITRONGE ORANGE AND JALAPEÑO 750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,-,-
Pisco 1000,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
QUILT CHARDONNAY 750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
SIDURI PINOT NOIR 750ML,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Tanquaray Rangpur Lime Gin 750ml,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
Tia Maria Cold Brew Coffee Liqueur 750ml,$29.99,$29.99,1,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$29.99
COLOMBO MARSALA SWEET 750ML,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$29.98
GORDONS LONDON DRY GIN 750ML,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$29.98
MARK WEST CABERNET SAUVIGNON 750ML,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$29.98
MARTINI & ROSSI EXTRA DRY VERMOUTH 750ML,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$29.98
Mile Marker,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$29.98,$0.00
OTR CLASSIC DAIQUIRI 375ML,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$29.98
PLATINUM 7X VODKA 750ML,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$29.98
VAN GOGH DESSERT EXPRESSIONS 4PACK SET,$29.98,$29.98,2,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$29.98
3 Botells Merlot Canyon Road,$29.97,$29.97,3,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$29.97
3BOTTLE SALE STE CHATEAU MICHELLE SAUV BLANC,$29.97,$29.97,3,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$29.97
MARTINI & ROSSI ROSSO  SWEET VERMOUTH 375ML,$29.97,$29.97,3,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$29.97
MASTER OF MIXES WHISKEY SOUR PREP COCKTAILS 750ML MASTER OF MIXES WHISKEY SOUR PREP COCKTAILS 750ML,$29.97,$29.97,3,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$29.97
REAL MANGO PUREE INFUSED SYRUP 22OZ,$29.97,$29.97,3,0,$0.00,$0.00,$0.00,0.01%,$9.99,$15.75,$14.22
True Basic Muddler,$29.97,$29.97,3,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$29.97
canyon road cabernet,$29.97,$29.97,3,0,$0.00,$0.00,$0.00,0.01%,$9.99,-,-
Cigar Cutter,$29.94,$29.94,6,0,$0.00,$0.00,$0.00,0.01%,$4.99,$0.00,$29.94
Absolut Grapefruit,$29.99,$29.17,1,0,-$0.82,$0.00,$0.00,0.01%,$29.17,$0.00,$29.17
BLUE CHAIR BAY COCONUT SPICED RUM CREAM 750ML,$28.99,$28.99,1,0,$0.00,$0.00,$0.00,0.01%,$28.99,$0.00,$28.99
1800 ULTIMATE MARGARITA WATERMELON RTD 1.75L,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
BLACK MAGIC BLACK SPICED RUM 750ML,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
BLUE CHAIR BAY SPICED RUM 750ML,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
BOMBAY  DRY GIN 750ML BOMBAY SAPPHIRE DRY GIN GIN-IMPORTED .750L,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
