Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:29 AM"
Filters: Item Type = Revenue Items

Items: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$428,973.00"
Net Sales,"$426,703.17"
COGS,"$14,420.34"
Gross Profit,"$403,932.21"
Gross Profit Margin,94.66%

Name,Gross Sales,Net Sales,Sold,Refunded,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
HIGH NOON MANGO 4 PACK,$509.66,$509.66,34,0,$0.00,$0.00,$0.00,0.12%,$14.99,$0.00,$509.66
CUTWATER RUM MINT LIME MOJITO 4PACK CANS,$503.72,$503.72,28,0,$0.00,$0.00,$0.00,0.12%,$17.99,$0.00,$503.72
Fireball 50 ML,$502.32,$502.32,168,0,$0.00,$0.00,$0.00,0.12%,$2.99,$0.00,$502.32
Crown Royal Reserve 12 Years Blenden Canadian Wisky,$499.90,$499.90,10,0,$0.00,$0.00,$0.00,0.12%,$49.99,$499.90,$0.00
CAPTAIN MORGAN SPICED RUM 750ML GLASS,$499.80,$499.80,20,0,$0.00,$0.00,$0.00,0.12%,$24.99,$0.00,$499.80
RASTIGNAC COGNAC VERY OLD RESERVE XO 750ML,$587.94,$489.95,6,1,$0.00,$0.00,-$97.99,0.11%,$97.99,$0.00,$489.95
PUSSERS RUM 1L,$489.86,$489.86,14,0,$0.00,$0.00,$0.00,0.11%,$34.99,$0.00,$489.86
AMERICAN SUB DELI,$485.73,$485.73,27,0,$0.00,$0.00,$0.00,0.11%,$17.99,$0.00,$485.73
BLANTON'S BOURBON WHISKY 750ml BLANTON'S BOURBON WHISKY 0.75,$485.00,$485.00,2,0,$0.00,$0.00,$0.00,0.11%,$242.50,$0.00,$485.00
MICHELOB ULTRA MINI 12PACK CANS,$483.78,$483.78,22,0,$0.00,$0.00,$0.00,0.11%,$21.99,$0.00,$483.78
HEMINGWAY RYE 102  WHISKEY 750ML,$479.94,$479.94,6,0,$0.00,$0.00,$0.00,0.11%,$79.99,$0.00,$479.94
THE MACALLAN 12 YEAR Double Cask 750mL MACALLAN 12 YEAR SINGLE MALT WHIS-SCOTCH 0.75,$479.94,$479.94,6,0,$0.00,$0.00,$0.00,0.11%,$79.99,$0.00,$479.94
Baileys Original Irish Cream 1.75L,$479.92,$479.92,8,0,$0.00,$0.00,$0.00,0.11%,$59.99,$0.00,$479.92
Crown Royal Apple 1.75L,$479.92,$479.92,8,0,$0.00,$0.00,$0.00,0.11%,$59.99,$0.00,$479.92
HENNESSY VERY SPECIAL COGNAC  750ML,$479.92,$479.92,8,0,$0.00,$0.00,$0.00,0.11%,$59.99,$0.00,$479.92
JAYSON RED WINE 750ML JAYSON RED WINE,$479.92,$479.92,8,0,$0.00,$0.00,$0.00,0.11%,$59.99,$0.00,$479.92
CAPTAIN MORGAN  100 PROOF RUM   1.75L,$479.88,$479.88,12,0,$0.00,$0.00,$0.00,0.11%,$39.99,$0.00,$479.88
CROWN ROYAL GIFT SET 750ML,$479.88,$479.88,12,0,$0.00,$0.00,$0.00,0.11%,$39.99,$0.00,$479.88
Tanquaray Gin 750ml,$479.84,$479.84,16,0,$0.00,$0.00,$0.00,0.11%,$29.99,$0.00,$479.84
MEATBALL SUBS DELI,$479.70,$479.70,30,0,$0.00,$0.00,$0.00,0.11%,$15.99,$0.00,$479.70
ON THE ROCKS MARGARITA TEQUILA COCKTAIL  375ML,$479.68,$479.68,32,0,$0.00,$0.00,$0.00,0.11%,$14.99,$224.00,$255.68
1800 BLANCO TEQUILA 1.75L,$475.93,$475.93,7,0,$0.00,$0.00,$0.00,0.11%,$67.99,$0.00,$475.93
RON ZACAPA EDICION NEGRA 750ML,$479.94,$471.94,6,0,-$8.00,$0.00,$0.00,0.11%,$78.66,$0.00,$471.94
ON THE ROCKS OLD FASHIONED COCKTAILS 375ML,$464.69,$464.69,31,0,$0.00,$0.00,$0.00,0.11%,$14.99,$217.00,$247.69
GLENLIVET SCOTCH WHIS-STRAIGHT 12 Years 750ml  GLENLIVET SCOTCH WHIS-STRAIGHT,$463.92,$463.92,8,0,$0.00,$0.00,$0.00,0.11%,$57.99,$0.00,$463.92
FRESCA MIXED VODKA SPIRITZ  VARIETY 8PACK,$461.79,$461.79,21,0,$0.00,$0.00,$0.00,0.11%,$21.99,$0.00,$461.79
Rombauer Vineyards Sauvignon Blanc,$461.79,$461.79,21,0,$0.00,$0.00,$0.00,0.11%,$21.99,$0.00,$461.79
RED SCHOONER VOYAGE 11 RED WINE 750ML,$459.86,$459.86,14,0,$0.00,$0.00,$0.00,0.11%,$32.85,$0.00,$459.86
THE KEYS SALT SCRUB COCONUT THE KEYS SALT SCRUB COCONUT,$459.80,$459.80,20,0,$0.00,$0.00,$0.00,0.11%,$22.99,$0.00,$459.80
Crazy Lady Honey Blonde Ale 6 Pack,$454.75,$454.75,25,0,$0.00,$0.00,$0.00,0.11%,$18.19,$0.00,$454.75
ANGELS ENVY RYE WHISKEY/RUM 750ML,$449.95,$449.95,5,0,$0.00,$0.00,$0.00,0.11%,$89.99,$0.00,$449.95
SILVER OAK 2018 CABERNET SAUVIGNON 750ML,$449.95,$449.95,5,0,$0.00,$0.00,$0.00,0.11%,$89.99,$0.00,$449.95
Crown Royal Peach Whisky In Box  750mL,$449.91,$449.91,9,0,$0.00,$0.00,$0.00,0.11%,$49.99,$0.00,$449.91
Grand Marnier Cognac Liqueur 750ml,$449.91,$449.91,9,0,$0.00,$0.00,$0.00,0.11%,$49.99,$0.00,$449.91
Tanquaray Gin 1.75 L,$449.91,$449.91,9,0,$0.00,$0.00,$0.00,0.11%,$49.99,$0.00,$449.91
SAILOR JERRY SPICED RUM 1.75L,$449.85,$449.85,15,0,$0.00,$0.00,$0.00,0.11%,$29.99,$0.00,$449.85
TWISTED TEA PARTY 12 PACK,$449.82,$449.82,18,0,$0.00,$0.00,$0.00,0.11%,$24.99,$0.00,$449.82
CUTWATER  MANGO MARGARITA WITH TEQUILA  4PACK CANS,$449.75,$449.75,25,0,$0.00,$0.00,$0.00,0.11%,$17.99,$0.00,$449.75
Cutwater Pineapple Margarita 4 Pack Cans,$449.75,$449.75,25,0,$0.00,$0.00,$0.00,0.11%,$17.99,$0.00,$449.75
PASTRAMI (HOT OR COLD),$449.75,$449.75,25,0,$0.00,$0.00,$0.00,0.11%,$17.99,$0.00,$449.75
JACK DANIELS GENTLEMAN JACK WHISKEY 750mL GENTLEMAN JACK WHISKEY LIQUOR-MISC .100L,$439.89,$439.89,11,0,$0.00,$0.00,$0.00,0.10%,$39.99,$0.00,$439.89
PINNACLE VODKA 1.75L,$439.78,$439.78,22,0,$0.00,$0.00,$0.00,0.10%,$19.99,$285.78,$154.00
Cutwater Tiki Rum Mai Tai 4 Cans,$431.76,$431.76,24,0,$0.00,$0.00,$0.00,0.10%,$17.99,$0.00,$431.76
SMART WATER 1L,$430.92,$429.92,108,0,-$1.00,$0.00,$0.00,0.10%,$3.98,$0.00,$429.92
ELIJAH CRAIG SMALL BATCH WHISKEY 750ML ELIJAH CRAIG SMALL BATCH WHIS-TENNESSEE .750L,$428.87,$428.87,13,0,$0.00,$0.00,$0.00,0.10%,$32.99,$0.00,$428.87
Chandon  Brut 750mL,$429.80,$427.80,20,0,-$2.00,$0.00,$0.00,0.10%,$21.39,$0.00,$427.80
Corona Light 12 Pack Cans,$424.83,$424.83,17,0,$0.00,$0.00,$0.00,0.10%,$24.99,$0.00,$424.83
QUILT CABERNET SAUVIGNON 1.5L,$419.94,$419.94,6,0,$0.00,$0.00,$0.00,0.10%,$69.99,$0.00,$419.94
Jameson Triple Distilled Whiskey 1.75L,$419.93,$419.93,7,0,$0.00,$0.00,$0.00,0.10%,$59.99,$0.00,$419.93
Patron Tequila Silver Gift Set 750ml,$419.93,$419.93,7,0,$0.00,$0.00,$0.00,0.10%,$59.99,-,-
FLOWERS SONOMA COAST CHARDONNAY 750ML,$419.88,$419.88,12,0,$0.00,$0.00,$0.00,0.10%,$34.99,$0.00,$419.88
HIGH NOON PEACH 4PK,$419.72,$419.72,28,0,$0.00,$0.00,$0.00,0.10%,$14.99,$0.00,$419.72
PATRON TEQUILA 50ML,$406.63,$406.63,37,0,$0.00,$0.00,$0.00,0.10%,$10.99,$0.00,$406.63
DON JULIO MARGARITA COVKTAIL KIT,$405.93,$405.93,7,0,$0.00,$0.00,$0.00,0.10%,$57.99,$0.00,$405.93
HIGH NOON LIME SELTZER 4PACK,$404.73,$404.73,27,0,$0.00,$0.00,$0.00,0.09%,$14.99,$0.00,$404.73
DON JULIO 70 ANV DON JULIO 70 ANV,$399.95,$399.95,5,0,$0.00,$0.00,$0.00,0.09%,$79.99,$0.00,$399.95
BELLE GLOS PINOT NOIR DAIRYMAN 2020 750ML,$399.90,$399.90,10,0,$0.00,$0.00,$0.00,0.09%,$39.99,$0.00,$399.90
HIGH NOON VARIETY PACK VODKA HARD SELTZER 8PK,$399.84,$399.84,16,0,$0.00,$0.00,$0.00,0.09%,$24.99,$0.00,$399.84
EMMOLO SAUVIGNON BLANC 750ML,$399.75,$399.75,25,0,$0.00,$0.00,$0.00,0.09%,$15.99,$0.00,$399.75
SILVER OAK CABERNET SAUVIGNON  NAPA VALLEY 1.5L,$399.00,$399.00,1,0,$0.00,$0.00,$0.00,0.09%,$399.00,$0.00,$399.00
BLUE CHAIR COCONUT RUM 750ML BLUE CHAIR COCONUT RUM RUM-IMPORTED 750 m,$396.86,$396.86,14,0,$0.00,$0.00,$0.00,0.09%,$28.35,$0.00,$396.86
SMIRNOFF SOURCED  PINEAPPLE COCONUT 6PACK SMIRNOFF PINEAPPLE COCONUT HARD SELTZER 6 pac,$395.78,$395.78,22,0,$0.00,$0.00,$0.00,0.09%,$17.99,$0.00,$395.78
ABSOLUT OCEAN SPRAY VODKA CRAN-PINEAPPLE 4PACK COCKTAILS,$390.77,$390.77,23,0,$0.00,$0.00,$0.00,0.09%,$16.99,$0.00,$390.77
SPRITE LEMON LIME 20OZ,$391.31,$390.41,109,0,-$0.90,$0.00,$0.00,0.09%,$3.58,$0.00,$390.41
Joseph Phelps Cabernet Sauvignon 1.5L,$390.00,$390.00,2,0,$0.00,$0.00,$0.00,0.09%,$195.00,$0.00,$390.00
ABSOLUT VODKA 750mL,$389.87,$389.87,13,0,$0.00,$0.00,$0.00,0.09%,$29.99,$0.00,$389.87
HIGH NOON WATERMELON 4 PACK,$389.74,$389.74,26,0,$0.00,$0.00,$0.00,0.09%,$14.99,$0.00,$389.74
TAITTINGER C RUT ROSE CHAMPAGNE 3L,$450.99,$385.99,1,0,-$65.00,$0.00,$0.00,0.09%,$385.99,$0.00,$385.99
Casamigos Tequila 50 mL,$391.51,$385.91,49,0,-$5.60,$0.00,$0.00,0.09%,$7.88,$0.00,$385.91
PAPA'S PILAR DARK RYE BARREL RUM 750ML,$384.93,$384.93,7,0,$0.00,$0.00,$0.00,0.09%,$54.99,$0.00,$384.93
BULLEIT  FRONTIER  BOURBON WHISKEY  750mL BULLEIT BOURBON FRONTIER WHISKEY,$383.92,$383.92,8,0,$0.00,$0.00,$0.00,0.09%,$47.99,$0.00,$383.92
TEREMANA REPOSADO TEQUILA 750 m TEREMANA REPOSADO TEQUILA 750 m,$383.92,$383.92,8,0,$0.00,$0.00,$0.00,0.09%,$47.99,$0.00,$383.92
VEGGIE SUB DELI,$383.76,$383.76,24,0,$0.00,$0.00,$0.00,0.09%,$15.99,$0.00,$383.76
MAGNA CARTA RED WINE 750ML,$389.97,$379.97,3,0,-$10.00,$0.00,$0.00,0.09%,$126.66,$0.00,$379.97
Crown Royal Whisky 375mL,$379.81,$379.81,19,0,$0.00,$0.00,$0.00,0.09%,$19.99,$0.00,$379.81
ISLAMORADA NO WAKE ZONE COCONUT KEYLIME ALE CANS 6PK,$379.81,$379.81,19,0,$0.00,$0.00,$0.00,0.09%,$19.99,$0.00,$379.81
SUN CRUISER ICED TEA VODKA 8PACK,$379.80,$379.80,20,0,$0.00,$0.00,$0.00,0.09%,$18.99,$230.00,$149.80
DIET COKE 20OZ,$376.95,$376.95,105,0,$0.00,$0.00,$0.00,0.09%,$3.59,$0.00,$376.95
CORONA PREMIER 12 PACK CANS,$374.85,$374.85,15,0,$0.00,$0.00,$0.00,0.09%,$24.99,$0.00,$374.85
Landshark Beer 12 Pack Bottles,$374.85,$374.85,15,0,$0.00,$0.00,$0.00,0.09%,$24.99,$0.00,$374.85
TRULY UNRULY ZELTZER 12PACK,$374.85,$374.85,15,0,$0.00,$0.00,$0.00,0.09%,$24.99,$0.00,$374.85
TWISTED TEA HALF&HALF 12PACK  TWISTED TEA HALF&HALF LEMON,$374.85,$374.85,15,0,$0.00,$0.00,$0.00,0.09%,$24.99,$0.00,$374.85
Keep America Great Vodka  750mL,$369.63,$368.63,37,0,-$1.00,$0.00,$0.00,0.09%,$9.96,$369.63,-$1.00
DOLE PINEAPPLE JUICE CAN 6OZ,$364.17,$364.17,183,0,$0.00,$0.00,$0.00,0.09%,$1.99,$0.00,$364.17
1800 ULTIMATE MARGARITA 1.75L,$363.87,$363.87,13,0,$0.00,$0.00,$0.00,0.09%,$27.99,$0.00,$363.87
Casamigos Tequila Reposado 1.75L,$359.97,$359.97,3,0,$0.00,$0.00,$0.00,0.08%,$119.99,$0.00,$359.97
MAYNARDS 40 YRS OLD TAWNY PORTO 750ML,$359.97,$359.97,3,0,$0.00,$0.00,$0.00,0.08%,$119.99,$0.00,$359.97
PULIGNY MONTRACHET 750ML,$359.97,$359.97,3,0,$0.00,$0.00,$0.00,0.08%,$119.99,$0.00,$359.97
BASIL HAYDEN  BOURBON WHISKY 750ML BASIL HAYDEN'S BOURBON WHISKY 750ML,$359.94,$359.94,6,0,$0.00,$0.00,$0.00,0.08%,$59.99,$211.50,$148.44
COINTREAU LIQUEUR 1L,$359.94,$359.94,6,0,$0.00,$0.00,$0.00,0.08%,$59.99,$0.00,$359.94
MAKER'S MARK BOURBON WHISKEY STRAIGHT 750mL MAKER'S MARK BOURBON WHISKEY WHIS-STRAIGHT 0.75,$359.91,$359.91,9,0,$0.00,$0.00,$0.00,0.08%,$39.99,$0.00,$359.91
Sancerre 2023 Vigneron,$359.91,$359.91,9,0,$0.00,$0.00,$0.00,0.08%,$39.99,$0.00,$359.91
Monkey Head Vodka,$359.88,$359.88,12,0,$0.00,$0.00,$0.00,0.08%,$29.99,$0.00,$359.88
KEY LIME APPLE CIDER 6PACK CAN,$359.80,$359.80,20,0,$0.00,$0.00,$0.00,0.08%,$17.99,$0.00,$359.80
MER SOLEIL RESERVE CHARDONNAY 750ML,$359.80,$359.80,20,0,$0.00,$0.00,$0.00,0.08%,$17.99,$0.00,$359.80
HIGH NOON VODKA ICED TEA 4PACK,$359.76,$359.76,24,0,$0.00,$0.00,$0.00,0.08%,$14.99,$0.00,$359.76
TRUE RED CUPS 24PK 16OZ,$359.55,$359.55,45,0,$0.00,$0.00,$0.00,0.08%,$7.99,$0.00,$359.55
Fireball Whisky 375ml,$350.73,$350.73,27,0,$0.00,$0.00,$0.00,0.08%,$12.99,$0.00,$350.73
MILAGRO SILVER TEQUILA 1.75 MILAGRO SILVER TEQUILA 1.75,$349.95,$349.95,5,0,$0.00,$0.00,$0.00,0.08%,$69.99,$0.00,$349.95
COINTREAU ORANGE FRENCH LIQUEUR 750ML,$349.93,$349.93,7,0,$0.00,$0.00,$0.00,0.08%,$49.99,$0.00,$349.93
DAOU RESERVE CABERNET SAUVIGNON 750ML,$349.93,$349.93,7,0,$0.00,$0.00,$0.00,0.08%,$49.99,$175.00,$174.93
KEY WEST SMUGGLER COMPANY BOURBON  WHISKEY 750ML SMUGGLER COMPANY WHISKEY,$349.93,$349.93,7,0,$0.00,$0.00,$0.00,0.08%,$49.99,$0.00,$349.93
Jose Cuervo Classic Margarita Mix,$349.86,$349.86,14,0,$0.00,$0.00,$0.00,0.08%,$24.99,$0.00,$349.86
LARK Mngo 4pack,$349.86,$349.86,14,0,$0.00,$0.00,$0.00,0.08%,$24.99,$0.00,$349.86
RUFFINO RISERVA DUCALE CHIANTI 750ML,$349.86,$349.86,14,0,$0.00,$0.00,$0.00,0.08%,$24.99,$0.00,$349.86
SONOMA CUTRER CHARDONAY 750ML,$349.86,$349.86,14,0,$0.00,$0.00,$0.00,0.08%,$24.99,$0.00,$349.86
OCEAN SPRAY CRANBERRY JUICE 32OZ,$349.65,$349.65,35,0,$0.00,$0.00,$0.00,0.08%,$9.99,$0.00,$349.65
COCA COLA ZERO  20oz,$348.23,$347.33,97,0,-$0.90,$0.00,$0.00,0.08%,$3.58,$0.00,$347.33
BUCHANAN'S 12 YEARS SCOTCH WHISKY  750mL BUCHANANS 12 YEAS SCOTCH LIQUOR-MISC .100L,$349.93,$344.93,7,0,-$5.00,$0.00,$0.00,0.08%,$49.28,$0.00,$344.93
Dirty Sea Salted Chips,$343.85,$343.85,115,0,$0.00,$0.00,$0.00,0.08%,$2.99,$0.00,$343.85
JAGERMEITER 750ml JAGERMEITER  CORDIALS-IMPORTED .100L,$341.91,$341.91,9,0,$0.00,$0.00,$0.00,0.08%,$37.99,$0.00,$341.91
SOUTH BEACH BLOOD ORANGE IPA BEER 12 OZ 6pk SOUTH BEACH BLOOD ORANGE IPA BEER 12 OZ,$341.81,$341.81,19,0,$0.00,$0.00,$0.00,0.08%,$17.99,$0.00,$341.81
UNSHACKLED CABERNET SAUVIGNON THE PRISONER 750ML,$339.83,$339.83,17,0,$0.00,$0.00,$0.00,0.08%,$19.99,$0.00,$339.83
Chi-Chis Piña Colada 1.75L,$329.85,$329.85,15,0,$0.00,$0.00,$0.00,0.08%,$21.99,$0.00,$329.85
COCA COLA MEXICO GLASS BOTTLE 355ML,$329.34,$328.09,66,0,-$1.25,$0.00,$0.00,0.08%,$4.97,$0.00,$328.09
JOSE CUERVO  GOLD TEQUILA 750 mL,$324.87,$324.87,13,0,$0.00,$0.00,$0.00,0.08%,$24.99,$0.00,$324.87
Lark Strawberry Guava 4pack,$324.87,$324.87,13,0,$0.00,$0.00,$0.00,0.08%,$24.99,$0.00,$324.87
MICHELOB ULTRA 12PACK BOTTLES,$324.87,$324.87,13,0,$0.00,$0.00,$0.00,0.08%,$24.99,$0.00,$324.87
SVEDKA VODKA 1.5L,$323.88,$323.88,12,0,$0.00,$0.00,$0.00,0.08%,$26.99,$0.00,$323.88
CUTWATER TEQUILA PALOMA 4PACK,$323.82,$323.82,18,0,$0.00,$0.00,$0.00,0.08%,$17.99,$0.00,$323.82
FILTHY BLACK CHERRY 11OZ,$323.82,$323.82,18,0,$0.00,$0.00,$0.00,0.08%,$17.99,$0.00,$323.82
JORDAN CABERNET SAUVIGNON 750ML,$319.96,$319.96,4,0,$0.00,$0.00,$0.00,0.07%,$79.99,$0.00,$319.96
CORAZON DE AGAVE  BLANCO TEQUILA 1liter CORAZON BLANCO TEQUILA,$319.92,$319.92,8,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$319.92
DON JULIO REPOSADO TEQUILA 375ML DON JULIO REPOSADO TEQUILA .375L,$319.92,$319.92,8,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$319.92
FLOR DE CANA 7 YRS OLD RUM  1.75L,$319.92,$319.92,8,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$319.92
JIM BEAM  STRAIGHT BOURBON WHISKEY 1.75L,$319.92,$319.92,8,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$319.92
Nicolas Feuilette Rose Champagne,$319.92,$319.92,8,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$319.92
ISLAMORADA CHANNEL MARKER IPA CANS 6PK,$319.84,$319.84,16,0,$0.00,$0.00,$0.00,0.07%,$19.99,$0.00,$319.84
GLENFIDDICH 15 YRS SOLERA SCOTCH WHISKY 750ML,$319.96,$317.78,4,0,-$2.18,$0.00,$0.00,0.07%,$79.45,$0.00,$317.78
Cointreau L'unique Liqueur 375ml,$314.91,$314.91,9,0,$0.00,$0.00,$0.00,0.07%,$34.99,$0.00,$314.91
MOUNT GAY ECLIPSE RUM 750ML,$314.91,$314.91,9,0,$0.00,$0.00,$0.00,0.07%,$34.99,$0.00,$314.91
NUTRL PINEAPPLE  VODKA SELTZER 4 PACK CANS,$314.79,$314.79,21,0,$0.00,$0.00,$0.00,0.07%,$14.99,$0.00,$314.79
Smart Water Sport 700mL,$314.10,$314.10,90,0,$0.00,$0.00,$0.00,0.07%,$3.49,$0.00,$314.10
La Marca Prosecco 187mL,$311.61,$311.61,39,0,$0.00,$0.00,$0.00,0.07%,$7.99,$0.00,$311.61
MAKER'S MARK WHISKY 50mL,$359.55,$311.55,45,0,-$48.00,$0.00,$0.00,0.07%,$6.92,$0.00,$311.55
REAL CREAM OT COCONUT  22oz,$309.69,$309.69,31,0,$0.00,$0.00,$0.00,0.07%,$9.99,$162.75,$146.94
Whispering Angel Rose 750ml,$307.89,$307.89,11,0,$0.00,$0.00,$0.00,0.07%,$27.99,$0.00,$307.89
Veggie Tortilla Wrap,$305.82,$305.82,18,0,$0.00,$0.00,$0.00,0.07%,$16.99,$0.00,$305.82
CABO WABO BLANCO LIQUOR-MISC 750mL CABO WABO BLANCO LIQUOR-MISC .100L,$303.92,$303.92,8,0,$0.00,$0.00,$0.00,0.07%,$37.99,$0.00,$303.92
MAGNA CARTA NAPA VALLEY 1.5L,$300.00,$300.00,1,0,$0.00,$0.00,$0.00,0.07%,$300.00,$0.00,$300.00
DON JULIO ANEJO TEQUILA TEQUILA 1.75 DON JULIO ANEJO TEQUILA TEQUILA 1.75,$299.98,$299.98,2,0,$0.00,$0.00,$0.00,0.07%,$149.99,$0.00,$299.98
Casamigos Reposado 750ML,$299.96,$299.96,4,0,$0.00,$0.00,$0.00,0.07%,$74.99,$0.00,$299.96
DON JULIO ANEJO Tequila  750ml  DON JULIO ANEJO LIQUOR-MISC .100L,$299.96,$299.96,4,0,$0.00,$0.00,$0.00,0.07%,$74.99,$0.00,$299.96
ELIJAH CRAIG BBN SM BATCH 1.75L,$299.96,$299.96,4,0,$0.00,$0.00,$0.00,0.07%,$74.99,$0.00,$299.96
Duckhorn Cabernet Sauvignon 750ml,$299.95,$299.95,5,0,$0.00,$0.00,$0.00,0.07%,$59.99,$0.00,$299.95
Goldeneye Pinot Noir 2019 750mL,$299.94,$299.94,6,0,$0.00,$0.00,$0.00,0.07%,$49.99,$0.00,$299.94
MOUNT GAY ECLIPSE RUM 1.75L,$299.94,$299.94,6,0,$0.00,$0.00,$0.00,0.07%,$49.99,$0.00,$299.94
ORIN SWIFT PALERMO CABERNET SAUVIGNON 750mL,$299.94,$299.94,6,0,$0.00,$0.00,$0.00,0.07%,$49.99,$0.00,$299.94
HIGH NOON TROPICAL VARIETY VODKA HARD SELTZER 8PK,$299.88,$299.88,12,0,$0.00,$0.00,$0.00,0.07%,$24.99,$0.00,$299.88
North High Tonics Blood Orange Mango,$299.88,$299.88,12,0,$0.00,$0.00,$0.00,0.07%,$24.99,$0.00,$299.88
TWISTED TEA ORIGINAL 12PACK  TWISTED TEA ORIGINAL LEMON BEER,$299.88,$299.88,12,0,$0.00,$0.00,$0.00,0.07%,$24.99,$0.00,$299.88
CAFES DE CUBA CUBAN COFFEE 10OZ CAN,$299.85,$299.85,15,0,$0.00,$0.00,$0.00,0.07%,$19.99,$0.00,$299.85
COCAINA CUBANA CUBAN COFFEE 10OZ CAN,$299.85,$299.85,15,0,$0.00,$0.00,$0.00,0.07%,$19.99,$0.00,$299.85
ISLAMORADA ALE ISLAND CITRUS CANS 6PK,$299.85,$299.85,15,0,$0.00,$0.00,$0.00,0.07%,$19.99,$0.00,$299.85
PLATINUM 7X VODKA 1.75L,$299.85,$299.85,15,0,$0.00,$0.00,$0.00,0.07%,$19.99,$0.00,$299.85
HIGH NOON GRAPEFRUIT VODKA HARD SELTZER 4PK,$299.80,$299.80,20,0,$0.00,$0.00,$0.00,0.07%,$14.99,$0.00,$299.80
AGALIMA ORGANIC MARGARITA MIX 1L,$298.77,$298.77,23,0,$0.00,$0.00,$0.00,0.07%,$12.99,$143.75,$155.02
Moet Chandon Rose Imperial 750ml,$299.95,$293.95,5,0,-$6.00,$0.00,$0.00,0.07%,$58.79,$0.00,$293.95
SLOPPY JOE PORK  DELI .100L SLOPPY JOE PORK  DELI .100L,$288.83,$288.83,17,0,$0.00,$0.00,$0.00,0.07%,$16.99,$0.00,$288.83
Miraval Cotes De Provence Rose 750ml,$285.89,$285.89,11,0,$0.00,$0.00,$0.00,0.07%,$25.99,$0.00,$285.89
WHITE CLAW VARIETY PACK NO.1 HARD SELTZER 12PK,$285.89,$285.89,11,0,$0.00,$0.00,$0.00,0.07%,$25.99,$0.00,$285.89
WHITE CLAW VARIETY PACK NO.3 HARD SELTZER 12PK,$285.89,$285.89,11,0,$0.00,$0.00,$0.00,0.07%,$25.99,$0.00,$285.89
OLD CARBINE GOLD TEQUILA 1L,$299.98,$284.98,2,0,-$15.00,$0.00,$0.00,0.07%,$142.49,$0.00,$284.98
Ocean Spray Cranberry Juice Cocktail 60 Oz,$284.81,$284.81,19,0,$0.00,$0.00,$0.00,0.07%,$14.99,$0.00,$284.81
Bacardi Mini 50ml,$281.06,$281.06,94,0,$0.00,$0.00,$0.00,0.07%,$2.99,$0.00,$281.06
HENDRICKS GIN 1.75L HENDRICKS GIN LIQUOR-MISC .100L,$279.96,$279.96,4,0,$0.00,$0.00,$0.00,0.07%,$69.99,$0.00,$279.96
Laku Hijo Del Sol,$279.96,$279.96,4,0,$0.00,$0.00,$0.00,0.07%,$69.99,-,-
CROWN ROYAL SALTED CARAMEL 750ML,$279.93,$279.93,7,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$279.93
Fireball Party Bucket,$279.93,$279.93,7,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$279.93
Hennessy Very Special Cognac 375ml,$279.93,$279.93,7,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$279.93
TEQUILA ROSE STRAWBERRY CREAM T. LIQUOR-MISC 1.75L TEQUILA ROSE STRAWBERRY CREAM T. LIQUOR-MISC 1.75L,$279.93,$279.93,7,0,$0.00,$0.00,$0.00,0.07%,$39.99,$0.00,$279.93
HONIG SAUVIGNON BLANC 750ML,$279.86,$279.86,14,0,$0.00,$0.00,$0.00,0.07%,$19.99,$0.00,$279.86
SALT SCRUB KEY LIME MISC .100L SALT SCRUB KEY LIME MISC .100L,$275.88,$275.88,12,0,$0.00,$0.00,$0.00,0.06%,$22.99,$0.00,$275.88
GLENFIDDICH 12 YRS ORIGINAL SCOTCH WHISKY 750ML,$274.95,$274.95,5,0,$0.00,$0.00,$0.00,0.06%,$54.99,$0.00,$274.95
CAPTAIN MORGAN WHITE RUM SILVER 750ml,$274.89,$274.89,11,0,$0.00,$0.00,$0.00,0.06%,$24.99,$0.00,$274.89
Fireball Whisky 750ml Plastic Bottle,$274.89,$274.89,11,0,$0.00,$0.00,$0.00,0.06%,$24.99,$0.00,$274.89
PARROT BAY COCONUT RUM 1.75L PLASTIC,$274.89,$274.89,11,0,$0.00,$0.00,$0.00,0.06%,$24.99,$0.00,$274.89
MODELO ESPECIAL 12PK BOTTLES  MODELO ESPECIAL BEER 9.OZ,$274.89,$272.39,11,0,-$2.50,$0.00,$0.00,0.06%,$24.76,$0.00,$272.39
Dirty Salt & Vinegar Chips,$272.09,$272.09,91,0,$0.00,$0.00,$0.00,0.06%,$2.99,$0.00,$272.09
Schweppes Club Soda 1L,$272.09,$272.09,91,0,$0.00,$0.00,$0.00,0.06%,$2.99,$0.00,$272.09
